name,price,mark,value,single_thread,single_thread_value,tdp,powerperf,testdate,socket,category
Intel Core i7-975 @ 3.33GHz,$656.01,6128,9.34,1460,2.23,130,47,Jun 2009,LGA1366,Desktop
Intel Core i7-980 @ 3.33GHz,$699.99,8664,12.38,1452,2.07,130,66,Jul 2011,LGA1366,Desktop
Intel Core i7-9800X @ 3.80GHz,$599.99,19710,32.85,2549,4.25,165,119,Dec 2018,FCLGA2066,Desktop
Intel Core i7-980X @ 3.33GHz,$219.98,8759,39.82,1452,6.60,130,67,Mar 2010,LGA1366,Desktop
Intel Core i7-985 @ 3.47GHz,NA,6641,NA,1544,NA,NA,NA,Nov 2014,LGA1366,Unknown
Intel Core i7-990X @ 3.47GHz,$349.99,9075,25.93,1508,4.31,130,69,Jan 2011,LGA1366,Desktop
Intel Core i7-995X @ 3.60GHz,NA,9791,NA,1655,NA,NA,NA,Sep 2010,NA,Desktop
Intel Core i9-7900X @ 3.30GHz,$929.99,21864,23.51,2455,2.64,140,156,Jun 2017,FCLGA2066,Desktop
Intel Core i9-7920X @ 2.90GHz,$919.99,23258,25.28,2401,2.61,140,166,Sep 2017,FCLGA2066,Desktop
Intel Core i9-7940X @ 3.10GHz,"$1,129.99",25343,22.43,2404,2.13,165,153,Sep 2017,FCLGA2066,Desktop
Intel Core i9-7960X @ 2.80GHz,"$1,690.00",25498,15.09,2326,1.38,165,154,Oct 2017,FCLGA2066,Desktop
Intel Core i9-7980XE @ 2.60GHz,"$2,018.10",27907,13.83,2349,1.16,165,169,Sep 2017,FCLGA2066,Desktop
Intel Core i9-8950HK @ 2.90GHz,$583.00*,14373,24.65,2563,4.40,45,319,Apr 2018,FCBGA1440,Laptop
Intel Core i9-9820X @ 3.30GHz,$849.99,22262,26.19,2381,2.80,165,134,Dec 2018,FCLGA2066,Desktop
Intel Core i9-9900K @ 3.60GHz,$529.99,20153,38.03,2899,5.47,95,212,Oct 2018,LGA-1151,Desktop
Intel Core i9-9900X @ 3.50GHz,$999.99,22443,22.44,2464,2.46,165,136,Dec 2018,FCLGA2066,Desktop
Intel Core i9-9920X @ 3.50GHz,"$1,199.99",25910,21.59,2562,2.14,165,157,Dec 2018,FCLGA2066,Desktop
Intel Core i9-9940X @ 3.30GHz,"$1,399.00",28310,20.24,2537,1.81,165,171,Nov 2018,FCLGA2066,Desktop
Intel Core i9-9980XE @ 3.00GHz,"$1,999.00",29444,14.73,2407,1.20,165,178,Dec 2018,FCLGA2066,Desktop
Intel Core M-5Y10 @ 0.80GHz,NA,2702,NA,1020,NA,4.5,600,Aug 2014,NA,Laptop
Intel Core M-5Y10a @ 0.80GHz,NA,2387,NA,863,NA,4.5,530,Mar 2015,FCBGA1234,Laptop
Intel Core M-5Y10c @ 0.80GHz,$281.00*,2815,10.02,1049,3.74,4.5,625,Jan 2015,FCBGA1234,Laptop
Intel Core M-5Y31 @ 0.90GHz,NA,2774,NA,1122,NA,4.5,616,Apr 2015,FCBGA1234,Laptop
Intel Core M-5Y51 @ 1.10GHz,NA,2477,NA,1059,NA,4.5,550,Apr 2015,FCBGA1234,Laptop
Intel Core M-5Y70 @ 1.10GHz,NA,3016,NA,1234,NA,4.5,670,Oct 2014,BGA1234,Laptop
Intel Core M-5Y71 @ 1.20GHz,$281.00*,2990,10.64,1245,4.43,4.5,664,Jan 2015,FCBGA1234,Laptop
Intel Core m3-6Y30 @ 0.90GHz,$281.00*,3051,10.86,1180,4.20,4.5,678,Oct 2015,FCBGA1515,Laptop
Intel Core m3-7Y30 @ 1.00GHz,NA,3560,NA,1282,NA,4.5,791,Oct 2016,FCBGA1515,Laptop
Intel Core m3-7Y32 @ 1.10GHz,NA,3052,NA,1111,NA,4.5,678,Jul 2017,FCBGA1515,Laptop
Intel Core m3-8100Y @ 1.10GHz,$281.00*,3411,12.14,1404,5.00,5,682,Dec 2018,FCBGA1515,Laptop
Intel Core m5-6Y54 @ 1.10GHz,NA,3372,NA,1313,NA,7,481,Dec 2015,FCBGA1515,Laptop
Intel Core m5-6Y57 @ 1.10GHz,NA,3252,NA,1307,NA,7,464,Dec 2015,FCBGA1515,Laptop
Intel Core m7-6Y75 @ 1.20GHz,NA,3487,NA,1370,NA,7,498,Nov 2015,FCBGA1515,Laptop
Intel Core Solo T1300 @ 1.66GHz,NA,393,NA,520,NA,27,14,Feb 2009,PGA478,Laptop
Intel Core Solo T1350 @ 1.86GHz,NA,396,NA,515,NA,31,12,Feb 2009,NA,Laptop
Intel Core Solo T1400 @ 1.83GHz,NA,470,NA,581,NA,27,17,Jun 2009,PGA478,Laptop
Intel Core Solo U1300 @ 1.06GHz,NA,271,NA,366,NA,6,45,Aug 2009,PBGA479,Laptop
Intel Core Solo U1400 @ 1.20GHz,NA,278,NA,391,NA,5.5,50,Mar 2009,PBGA479,Laptop
Intel Core Solo U1500 @ 1.33GHz,NA,330,NA,426,NA,5.5,60,Mar 2009,NA,Laptop
Intel Core2 Duo E4300 @ 1.80GHz,$157.95,1052,6.66,670,4.25,65,16,Oct 2009,LGA775,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,$157.95,1156,7.32,736,4.66,65,17,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,$6.00,1271,211.86,815,135.90,65,19,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,$157.95,1385,8.77,889,5.63,65,21,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,$26.99*,1483,54.96,971,36.01,65,22,Dec 2008,LGA775,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,$93.00,1109,11.93,694,7.47,65,17,Nov 2008,"LGA775, PLGA775",Desktop
Intel Core2 Duo E6320 @ 1.86GHz,$157.95,1184,7.50,700,4.44,65,18,Dec 2008,PLGA775,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,$19.95,1289,64.63,802,40.25,65,19,Mar 2009,LGA775,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,$157.95,1360,8.62,807,5.11,65,20,Nov 2008,PLGA775,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,NA,1458,NA,898,NA,65,22,May 2009,LGA775,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,$14.95,1498,100.22,882,59.05,65,23,Nov 2008,LGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,$157.95,1553,9.83,907,5.74,65,23,Nov 2008,PLGA775,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,$115.99,1693,14.60,996,8.59,65,26,Jan 2010,LGA775,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,$12.95,1715,132.45,1005,77.65,65,26,Nov 2008,LGA775,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,$59.88,1948,32.54,1137,19.00,65,29,Nov 2008,LGA775,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,$49.00,1632,33.31,1048,21.41,65,25,Dec 2008,LGA775,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,$39.88,1726,43.30,1108,27.80,65,26,Nov 2008,LGA775,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,$157.95,1773,11.23,1143,7.24,65,27,Dec 2008,LGA775,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,$75.00,1875,25.00,1202,16.03,65,28,Mar 2009,LGA775,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,$119.95*,1971,16.44,1238,10.32,65,30,Jun 2009,LGA775,Desktop
Intel Core2 Duo E8135 @ 2.40GHz,NA,1520,NA,991,NA,NA,NA,Apr 2009,NA,Unknown
Intel Core2 Duo E8135 @ 2.66GHz,NA,1746,NA,1080,NA,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8200 @ 2.66GHz,$157.95,1887,11.95,1114,7.05,65,29,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8235 @ 2.80GHz,NA,1965,NA,1078,NA,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8290 @ 2.83GHz,NA,2353,NA,1247,NA,65,36,Nov 2012,LGA775,Unknown
Intel Core2 Duo E8300 @ 2.83GHz,$225.00,1994,8.86,1176,5.23,65,30,Dec 2008,LGA775,Desktop
Intel Core2 Duo E8335 @ 2.66GHz,NA,1846,NA,1082,NA,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8335 @ 2.93GHz,NA,2128,NA,1160,NA,NA,NA,Jun 2009,Socket P,Laptop
Intel Core2 Duo E8400 @ 3.00GHz,$8.95,2149,240.19,1247,139.43,65,33,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8435 @ 3.06GHz,NA,2127,NA,1208,NA,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8500 @ 3.16GHz,$225.00,2282,10.14,1314,5.84,65,35,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,$225.00,2409,10.71,1373,6.10,65,37,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8700 @ 3.50GHz,NA,2212,NA,NA,NA,NA,NA,Dec 2010,NA,Unknown
Intel Core2 Duo L7100 @ 1.20GHz,NA,760,NA,458,NA,NA,NA,Dec 2008,BGA956,Laptop
Intel Core2 Duo L7200 @ 1.33GHz,NA,684,NA,NA,NA,17,40,Jul 2010,PBGA479,Laptop
Intel Core2 Duo L7300 @ 1.40GHz,NA,825,NA,531,NA,17,48,Jun 2009,BGA479,Laptop
Intel Core2 Duo L7400 @ 1.50GHz,NA,846,NA,536,NA,17,49,May 2011,BGA479,Laptop
Intel Core2 Duo L7500 @ 1.60GHz,NA,964,NA,573,NA,17,56,Feb 2009,BGA479,Laptop
Intel Core2 Duo L7700 @ 1.80GHz,NA,973,NA,593,NA,17,57,Apr 2009,NA,Laptop
Intel Core2 Duo L7800 @ 2.00GHz,NA,1116,NA,601,NA,NA,NA,Dec 2012,NA,Unknown
Intel Core2 Duo L9300 @ 1.60GHz,NA,1067,NA,648,NA,17,62,Apr 2009,BGA956,Laptop
Intel Core2 Duo L9600 @ 2.13GHz,NA,1318,NA,784,NA,17,77,Oct 2009,BGA956,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,$19.99*,1291,64.63,785,39.28,25,51,Dec 2008,BGA479,Laptop
Intel Core2 Duo P7370 @ 2.00GHz,NA,1298,NA,821,NA,25,51,Dec 2008,PGA478,Laptop
Intel Core2 Duo P7450 @ 2.13GHz,$39.99*,1415,35.40,831,20.81,25,56,Feb 2009,PGA478,Laptop
Intel Core2 Duo P7500 @ 1.60GHz,NA,945,NA,NA,NA,NA,NA,Mar 2009,NA,Unknown
Intel Core2 Duo P7550 @ 2.26GHz,$229.99*,1517,6.60,893,3.88,25,60,Jun 2009,PGA478,Laptop
Intel Core2 Duo P7570 @ 2.26GHz,NA,1437,NA,920,NA,25,57,Oct 2009,PGA478,Laptop
Intel Core2 Duo P7700 @ 1.80GHz,NA,1021,NA,NA,NA,NA,NA,Feb 2009,NA,Unknown
Intel Core2 Duo P8400 @ 2.26GHz,$297.01*,1456,4.90,903,3.04,25,58,Dec 2008,BGA479,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,$49.18*,1536,31.23,942,19.16,25,61,Dec 2008,BGA479,Laptop
Intel Core2 Duo P8700 @ 2.53GHz,$37.99*,1624,42.75,992,26.13,25,64,Mar 2009,BGA479,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,$56.99*,1741,30.56,1053,18.48,25,69,Jul 2009,BGA479,Laptop
Intel Core2 Duo P9300 @ 2.26GHz,NA,1564,NA,897,NA,NA,NA,Mar 2009,NA,Laptop
Intel Core2 Duo P9500 @ 2.53GHz,$998.99*,1752,1.75,1006,1.01,25,70,Dec 2008,BGA479,Laptop
Intel Core2 Duo P9600 @ 2.53GHz,$99.00*,1738,17.56,1022,10.32,25,69,Aug 2009,PGA478,Laptop
Intel Core2 Duo P9600 @ 2.66GHz,NA,1873,NA,1037,NA,25,74,Mar 2009,PGA478,Laptop
Intel Core2 Duo P9700 @ 2.80GHz,NA,2012,NA,1108,NA,28,71,Jun 2009,PGA478,Laptop
Intel Core2 Duo Q6867 @ 3.00GHz,NA,589,NA,NA,NA,NA,NA,Jul 2011,NA,Unknown
Intel Core2 Duo SL9400 @ 1.86GHz,$253.00*,1270,5.02,756,2.99,17,74,Feb 2009,BGA956,Laptop
Intel Core2 Duo SP9400 @ 2.40GHz,$284.00*,1678,5.91,971,3.42,25,67,Mar 2009,BGA956,Laptop
Intel Core2 Duo SU9400 @ 1.40GHz,NA,932,NA,581,NA,10,93,Feb 2009,BGA956,Laptop
Intel Core2 Duo T5200 @ 1.60GHz,NA,830,NA,540,NA,34,24,Feb 2009,Socket M,Laptop
Intel Core2 Duo T5250 @ 1.50GHz,NA,836,NA,524,NA,35,23,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5270 @ 1.40GHz,NA,813,NA,524,NA,35,23,Nov 2008,PGA478,Laptop
Intel Core2 Duo T5300 @ 1.73GHz,NA,935,NA,604,NA,34,27,Mar 2009,PGA478,Laptop
Intel Core2 Duo T5450 @ 1.66GHz,NA,912,NA,574,NA,35,26,Jan 2009,PGA478,Laptop
Intel Core2 Duo T5470 @ 1.60GHz,NA,909,NA,580,NA,35,25,Feb 2009,PGA478,Laptop
Intel Core2 Duo T5500 @ 1.66GHz,NA,925,NA,591,NA,34,27,Feb 2009,PGA478,Laptop
Intel Core2 Duo T5550 @ 1.83GHz,NA,1046,NA,650,NA,35,29,Nov 2008,PGA478,Laptop
Intel Core2 Duo T5600 @ 1.83GHz,NA,1028,NA,653,NA,34,30,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5670 @ 1.80GHz,NA,993,NA,646,NA,35,28,Mar 2009,Socket P,Laptop
Intel Core2 Duo T5750 @ 2.00GHz,$9.99*,1092,109.33,688,68.96,35,31,Dec 2008,Socket P,Laptop
Intel Core2 Duo T5800 @ 2.00GHz,NA,1109,NA,676,NA,35,31,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5850 @ 2.16GHz,$15.90*,1195,75.16,757,47.64,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo T5870 @ 2.00GHz,NA,1145,NA,727,NA,35,32,Dec 2008,"PPGA478, Socket",Laptop
Intel Core2 Duo T5900 @ 2.20GHz,NA,1207,NA,758,NA,NA,NA,Mar 2009,Socket P,Laptop
Intel Core2 Duo T6400 @ 2.00GHz,$14.99*,1225,81.78,773,51.61,35,35,Feb 2009,PGA478,Laptop
Intel Core2 Duo T6500 @ 2.10GHz,$14.99*,1287,85.86,812,54.19,35,36,Jun 2009,PGA478,Laptop
Intel Core2 Duo T6570 @ 2.10GHz,$38.50*,1255,32.62,819,21.29,35,35,Mar 2009,PGA478,Laptop
Intel Core2 Duo T6600 @ 2.20GHz,$18.90*,1361,72.02,841,44.52,35,38,Feb 2009,PGA478,Laptop
Intel Core2 Duo T6670 @ 2.20GHz,NA,1365,NA,870,NA,35,39,Jul 2009,PGA478,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,$21.99*,1017,46.25,650,29.58,35,29,Feb 2009,BGA479,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,$99.95*,1165,11.66,700,7.00,34,34,Nov 2008,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7250 @ 2.00GHz,$201.48*,1113,5.53,709,3.52,35,31,Feb 2009,BGA479,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,$30.99*,1192,38.48,711,22.95,35,34,Dec 2008,BGA479,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,NA,1247,NA,757,NA,34,36,Jul 2010,BGA479,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,$42.99*,1275,29.66,769,17.90,35,36,Nov 2008,BGA479,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,NA,1381,NA,831,NA,34,40,Dec 2008,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7700 @ 2.40GHz,$59.95*,1421,23.71,840,14.02,35,40,Nov 2008,BGA479,Laptop
Intel Core2 Duo T7800 @ 2.60GHz,$607.99*,1604,2.64,965,1.59,35,45,Mar 2009,BGA479,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,$999.99*,1295,1.30,828,0.83,35,37,Dec 2008,BGA479,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,$108.95*,1473,13.53,935,8.58,35,42,Dec 2008,BGA479,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,$57.99*,1671,28.83,978,16.87,35,47,Dec 2008,BGA479,Laptop
Intel Core2 Duo T9400 @ 2.53GHz,$69.95*,1739,24.87,993,14.21,35,49,Jan 2009,BGA479,Laptop
Intel Core2 Duo T9500 @ 2.60GHz,NA,1796,NA,1042,NA,35,51,Jan 2009,BGA479,Laptop
Intel Core2 Duo T9550 @ 2.66GHz,$298.95*,1801,6.03,1020,3.41,35,51,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9600 @ 2.80GHz,$89.95*,1926,21.41,1077,11.97,35,55,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9800 @ 2.93GHz,$423.89*,2012,4.75,1118,2.64,35,57,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9900 @ 3.06GHz,$398.95*,2130,5.34,1180,2.96,35,60,Jul 2009,BGA479,Laptop
Intel Core2 Duo U7300 @ 1.30GHz,NA,870,NA,522,NA,10,87,Oct 2009,BGA956,Laptop
Intel Core2 Duo U7500 @ 1.06GHz,NA,582,NA,382,NA,10,58,Mar 2009,BGA479,Laptop
Intel Core2 Duo U7600 @ 1.20GHz,NA,665,NA,431,NA,10,66,Feb 2009,BGA479,Laptop
Intel Core2 Duo U7700 @ 1.33GHz,NA,700,NA,436,NA,10,70,Dec 2008,NA,Laptop
Intel Core2 Duo U9300 @ 1.20GHz,NA,859,NA,493,NA,10,85,May 2009,BGA956,Laptop
Intel Core2 Duo U9600 @ 1.60GHz,NA,1133,NA,670,NA,10,113,Aug 2009,BGA956,Laptop
Intel Core2 Duo X7360 @ 2.53GHz,NA,1687,NA,NA,NA,NA,NA,Feb 2010,NA,Unknown
Intel Core2 Extreme Q6800 @ 2.93GHz,"$1,125.00*",3655,3.25,1143,1.02,75,48,Dec 2008,LGA775,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,"$1,495.95*",3633,2.43,1157,0.77,130,27,Nov 2008,LGA775,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,NA,3460,NA,1035,NA,45,76,Dec 2008,PGA478,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,$263.64*,1871,7.10,1110,4.21,75,24,Dec 2008,PLGA775,Desktop
Intel Core2 Extreme X7800 @ 2.60GHz,NA,1802,NA,992,NA,44,40,May 2009,PGA478,Laptop
Intel Core2 Extreme X7850 @ 2.80GHz,NA,1331,NA,NA,NA,NA,NA,Mar 2009,NA,Unknown
Intel Core2 Extreme X7900 @ 2.80GHz,NA,1681,NA,969,NA,44,38,Mar 2009,PGA478,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,$409.95*,1903,4.64,1078,2.63,44,43,Feb 2009,PGA478,Laptop
Intel Core2 Extreme X9100 @ 3.06GHz,$851.00*,2061,2.42,1171,1.38,44,46,Dec 2008,PGA478,Laptop
Intel Core2 Extreme X9650 @ 3.00GHz,$859.99*,4156,4.83,1252,1.46,130,31,Nov 2008,LGA775,Desktop
Intel Core2 Extreme X9750 @ 3.16GHz,NA,4504,NA,1340,NA,NA,NA,Mar 2009,NA,Unknown
Intel Core2 Extreme X9770 @ 3.20GHz,"$1,608.95*",4611,2.87,1369,0.85,136,33,Nov 2008,LGA775,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,"$1,805.95*",4646,2.57,1390,0.77,150,30,Feb 2009,LGA771,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,$22.90,2952,128.93,923,40.35,105,28,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,$44.99,3286,73.04,1030,22.91,105,31,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,$225.00,2812,12.50,990,4.40,95,29,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,$146.58,2982,20.35,1057,7.21,95,31,Feb 2009,LGA775,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,$239.95*,3165,13.19,1120,4.67,95,33,May 2009,LGA775,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,$389.00*,2523,6.49,841,2.16,45,56,Feb 2009,PGA478,Laptop
Intel Core2 Quad Q9100 @ 2.26GHz,$385.89*,3242,8.40,962,2.49,45,72,Apr 2009,PGA478,Laptop
Intel Core2 Quad Q9300 @ 2.50GHz,$49.99,3159,63.21,1060,21.22,95,33,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,$49.87,3342,67.03,1127,22.61,95,35,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,$335.00,3762,11.23,1132,3.38,95,39,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,$34.99*,3538,101.13,1188,33.97,95,37,May 2010,LGA775,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,$190.00*,3564,18.76,1180,6.21,95,37,Nov 2009,LGA775,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,$294.00,3969,13.50,1196,4.07,95,41,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,$61.19,4169,68.14,1261,20.62,95,43,Dec 2008,LGA775,Desktop
Intel Core2 Quad Q9705 @ 3.16GHz,NA,3947,NA,NA,NA,95,41,May 2010,LGA775,Unknown
Intel Core2 Solo U2100 @ 1.06GHz,NA,350,NA,405,NA,5.5,63,May 2009,NA,Laptop
Intel Core2 Solo U2200 @ 1.20GHz,NA,311,NA,NA,NA,5.5,56,Feb 2010,NA,Laptop
Intel Core2 Solo U3300 @ 1.20GHz,NA,415,NA,NA,NA,5.5,75,Nov 2010,NA,Laptop
Intel Core2 Solo U3500 @ 1.40GHz,NA,465,NA,518,NA,5.5,84,Jul 2009,BGA956,Laptop
Intel E3000 @ 3.40GHz,NA,2767,NA,NA,NA,NA,NA,Dec 2010,NA,Unknown
Intel Pentium 1403 @ 2.60GHz,NA,2742,NA,1247,NA,80,34,May 2013,LGA1356,Server
Intel Pentium 1403 v2 @ 2.60GHz,NA,3018,NA,1421,NA,80,37,Sep 2018,NA,Server
Intel Pentium 2020M @ 2.40GHz,$134.00*,2276,16.99,1250,9.33,35,65,Feb 2013,FCPGA988,Laptop
Intel Pentium 2030M @ 2.50GHz,$134.00*,2417,18.04,1312,9.80,35,69,Oct 2013,FCPGA988,Laptop
Intel Pentium 2117U @ 1.80GHz,$134.00*,1660,12.39,908,6.78,17,97,Mar 2013,FCBGA1023,Laptop
Intel Pentium 2127U @ 1.90GHz,$134.00*,1820,13.58,986,7.36,17,107,Aug 2013,FCBGA1023,Laptop
Intel Pentium 2129Y @ 1.10GHz,$134.00*,1057,7.89,554,4.14,10,105,Jan 2014,FCBGA1023,Laptop
Intel Pentium 3550M @ 2.30GHz,NA,2307,NA,1286,NA,37,62,Feb 2014,FCPGA946,Laptop
Intel Pentium 3556U @ 1.70GHz,NA,1710,NA,953,NA,15,114,Dec 2013,BGA1168,Laptop
Intel Pentium 3558U @ 1.70GHz,NA,1681,NA,941,NA,15,112,Jul 2014,FCBGA1168,Laptop
Intel Pentium 3560M @ 2.40GHz,NA,2240,NA,1301,NA,37,60,Jan 2015,FCPGA946,Laptop
Intel Pentium 3560Y @ 1.20GHz,NA,1266,NA,664,NA,11.5,110,Nov 2013,BGA1168,Laptop
Intel Pentium 3805U @ 1.90GHz,NA,1980,NA,1067,NA,15,132,Feb 2015,FCBGA1168,Laptop
Intel Pentium 3825U @ 1.90GHz,NA,2521,NA,1045,NA,15,168,Aug 2015,FCBGA1168,Laptop
Intel Pentium 4 1.40GHz,NA,164,NA,NA,NA,54.7,2,Apr 2009,PGA423,Desktop
Intel Pentium 4 1.50GHz,NA,131,NA,350,NA,57.8,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1.60GHz,NA,129,NA,345,NA,38,3,Feb 2009,PGA478,Desktop
Intel Pentium 4 1.70GHz,NA,132,NA,391,NA,64,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1.80GHz,NA,160,NA,429,NA,68.1,2,Dec 2008,PGA478,Desktop
Intel Pentium 4 1.90GHz,NA,159,NA,448,NA,69.2,2,Feb 2009,PGA423,Desktop
Intel Pentium 4 1300MHz,NA,119,NA,312,NA,51.6,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1400MHz,NA,127,NA,276,NA,54.7,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1500MHz,NA,125,NA,343,NA,57.8,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1600MHz,$647.45*,193,0.30,NA,NA,38,5,May 2009,PGA478,Desktop
Intel Pentium 4 1700MHz,NA,154,NA,409,NA,64,2,Mar 2009,PGA423,Desktop
Intel Pentium 4 1800MHz,NA,162,NA,447,NA,68.1,2,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.00GHz,NA,189,NA,463,NA,54.3,3,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.20GHz,NA,210,NA,498,NA,57.1,3,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.26GHz,NA,221,NA,537,NA,58,3,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.40GHz,NA,228,NA,561,NA,59.8,3,Dec 2008,PGA478,Desktop
Intel Pentium 4 2.50GHz,NA,245,NA,592,NA,61,4,Mar 2009,PGA478,Desktop
Intel Pentium 4 2.53GHz,NA,248,NA,608,NA,61.5,4,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.60GHz,NA,288,NA,637,NA,69,4,Dec 2008,PGA478,Desktop
Intel Pentium 4 2.66GHz,NA,254,NA,609,NA,66.1,3,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.80GHz,NA,321,NA,632,NA,69.7,4,Nov 2008,PGA478,Desktop
Intel Pentium 4 2.93GHz,NA,299,NA,627,NA,NA,NA,Feb 2009,NA,Desktop
Intel Pentium 4 3.00GHz,NA,353,NA,649,NA,81.9,4,Nov 2008,PGA478,Desktop
Intel Pentium 4 3.06GHz,NA,347,NA,657,NA,81.8,4,Feb 2009,PGA478,Desktop
Intel Pentium 4 3.20GHz,NA,374,NA,695,NA,82,4,Nov 2008,PGA478,Desktop
Intel Pentium 4 3.40GHz,NA,396,NA,752,NA,89,4,Dec 2008,PGA478,Desktop
Intel Pentium 4 3.46GHz,NA,487,NA,669,NA,110.7,4,Mar 2009,NA,Desktop
Intel Pentium 4 3.60GHz,NA,487,NA,796,NA,115,4,Nov 2008,NA,Desktop
Intel Pentium 4 3.73GHz,NA,486,NA,701,NA,115,4,Mar 2009,NA,Desktop
Intel Pentium 4 3.80GHz,NA,485,NA,816,NA,65,7,Dec 2008,NA,Desktop
Intel Pentium 4 3.83GHz,NA,195,NA,297,NA,NA,NA,May 2018,NA,Desktop
Intel Pentium 4 4.00GHz,NA,184,NA,NA,NA,NA,NA,Nov 2011,NA,Desktop
Intel Pentium 4 Mobile 1.40GHz,NA,149,NA,NA,NA,NA,NA,Apr 2009,NA,Laptop
Intel Pentium 4 Mobile 1.50GHz,NA,197,NA,NA,NA,NA,NA,Aug 2009,NA,Laptop
Intel Pentium 4 Mobile 1.60GHz,NA,178,NA,391,NA,NA,NA,Feb 2009,NA,Laptop
Intel Pentium 4 Mobile 1.70GHz,NA,208,NA,NA,NA,NA,NA,Apr 2009,NA,Laptop
Intel Pentium 4 Mobile 1.80GHz,NA,175,NA,299,NA,NA,NA,May 2009,NA,Laptop
